sample_index,latitude,longitude,cluster_label
220297,27.85004,113.087555,0
221457,15.24215,119.34589,0
221733,51.784756,132.0329,0
222538,52.272686,106.848976,0
224011,40.275867,132.44138,0
224515,48.51984,120.4951,0
226119,31.717073,128.96574,0
226386,32.35824,129.52596,0
227213,46.88338,109.03057,0
228573,29.394995,120.859085,0
229408,26.677114,109.39649,0
230540,19.42816,114.14054,0
230761,28.940765,118.71253,0
232544,40.09406,127.09194,0
236642,16.853687,124.83598,0
238059,19.721373,125.553635,0
239705,15.319048,115.42512,0
242872,25.784843,119.80507,0
242922,25.576235,119.691315,0
243381,23.911161,120.09214,0
243551,23.738073,120.45335,0
244732,20.343182,122.60661,0
245090,50.348335,132.60887,0
246235,32.304096,106.76186,0
246819,29.16918,107.81299,0
246937,28.926714,107.8326,0
249114,39.12674,128.19205,0
249551,29.762033,111.374054,0
249661,29.746012,111.84749,0
251505,39.022083,124.87566,0
253103,41.511894,127.18603,0
253654,42.308266,127.932655,0
255311,25.281525,107.73541,0
256423,22.273325,133.16516,0
256428,22.57681,132.83144,0
257646,53.52422,124.89506,0
258461,18.469576,128.23175,0
259524,15.691377,129.36143,0
259854,29.486294,114.849,0
261335,17.162031,105.5537,0
261413,16.936972,105.60188,0
262924,38.577404,112.990654,0
264496,32.0571,131.23416,0
265538,17.707151,132.67407,0
265755,18.729246,133.89873,0
266415,31.443674,116.761375,0
267631,47.467625,129.89323,0
267747,47.771023,130.06136,0
269478,28.245966,123.80021,0
269568,28.527699,123.84053,0
269712,28.910284,123.87908,0
273493,25.037151,128.73584,0
274200,39.465122,134.41666,0
274255,39.140163,134.38501,0
274834,36.017303,113.036476,0
274933,35.29083,113.014565,0
277105,21.146149,119.62032,0
281112,33.82384,122.84161,0
282358,27.635134,126.2027,0
282621,15.493644,132.40419,0
285489,33.169353,131.21344,0
287068,,,0
289934,18.926077,125.036,0
290431,23.762009,123.8415,0
290767,24.929142,123.82769,0
290901,25.117775,124.35862,0
293169,50.933716,120.877075,0
293179,50.998714,120.868866,0
294173,52.85685,123.19222,0
294641,53.177116,124.718704,0
295656,34.06789,125.45288,0
296432,29.369963,128.587,0
297620,26.802326,129.51733,0
298304,16.851877,105.77222,0
298835,36.117085,115.45899,0
299415,50.946617,128.76732,0
303624,48.51625,131.3003,0
304169,44.108974,134.38065,0
304786,28.968214,128.77663,0
